pl_name,hostname,hip_name,sy_pnum
"Kepler-527 b","Kepler-527",,1
"Kepler-1371 b","Kepler-1371",,2
"Kepler-1883 b","Kepler-1883",,1
"Kepler-1372 b","Kepler-1372",,1
"Kepler-236 b","Kepler-236",,2
"Kepler-1373 b","Kepler-1373",,1
"Kepler-1374 b","Kepler-1374",,1
"Kepler-1375 b","Kepler-1375",,1
"Kepler-1693 b","Kepler-1693",,2
"Kepler-237 b","Kepler-237",,2
"Kepler-528 b","Kepler-528",,1
"Kepler-1376 b","Kepler-1376",,1
"Kepler-1694 b","Kepler-1694",,1
"Kepler-1377 b","Kepler-1377",,1
"Kepler-1378 b","Kepler-1378",,1
"Kepler-141 c","Kepler-141",,2
"Kepler-123 c","Kepler-123",,2
"Kepler-239 c","Kepler-239",,2
"Kepler-1379 b","Kepler-1379",,1
"Kepler-1884 b","Kepler-1884",,1
"Kepler-529 b","Kepler-529",,3
"Kepler-1380 b","Kepler-1380",,1
"Kepler-243 c","Kepler-243",,2
"Kepler-1381 b","Kepler-1381",,1
"Kepler-1382 b","Kepler-1382",,1
"Kepler-245 c","Kepler-245",,4
"Kepler-1383 b","Kepler-1383",,1
"Kepler-1384 b","Kepler-1384",,1
"Kepler-414 c","Kepler-414",,2
"Kepler-1385 b","Kepler-1385",,1
"Kepler-46 d","Kepler-46",,3
"Kepler-1885 b","Kepler-1885",,1
"Kepler-1386 b","Kepler-1386",,1
"Kepler-142 c","Kepler-142",,3
"Kepler-1387 b","Kepler-1387",,1
"Kepler-246 c","Kepler-246",,2
"Kepler-1388 b","Kepler-1388",,4
"Kepler-530 b","Kepler-530",,1
"Kepler-1389 b","Kepler-1389",,1
"Kepler-54 c","Kepler-54",,3
"Kepler-1390 b","Kepler-1390",,1
"Kepler-716 c","Kepler-716",,2
"Kepler-55 c","Kepler-55",,5
"Kepler-531 b","Kepler-531",,1
"Kepler-250 d","Kepler-250",,3
"Kepler-251 e","Kepler-251",,4
"Kepler-26 e","Kepler-26",,4
"Kepler-252 b","Kepler-252",,2
"Kepler-255 b","Kepler-255",,3
"Kepler-256 d","Kepler-256",,4
"Kepler-258 c","Kepler-258",,2
"Kepler-260 c","Kepler-260",,2
"Kepler-532 b","Kepler-532",,1
"Kepler-261 c","Kepler-261",,2
"Kepler-264 c","Kepler-264",,2
"Kepler-125 c","Kepler-125",,2
"Kepler-755 c","Kepler-755",,2
"Kepler-265 b","Kepler-265",,4
"Kepler-758 d","Kepler-758",,4
"Kepler-266 c","Kepler-266",,2
"Kepler-267 c","Kepler-267",,3
"Kepler-533 b","Kepler-533",,1
"Kepler-269 c","Kepler-269",,2
"Kepler-272 d","Kepler-272",,3
"Kepler-275 d","Kepler-275",,3
"Kepler-206 d","Kepler-206",,3
"Kepler-208 e","Kepler-208",,4
"Kepler-344 c","Kepler-344",,2
"Kepler-345 b","Kepler-345",,2
"Kepler-524 b","Kepler-524",,2
"Kepler-346 c","Kepler-346",,2
"Kepler-1050 c","Kepler-1050",,2
"Kepler-349 c","Kepler-349",,2
"Kepler-350 d","Kepler-350",,3
"Kepler-350 b","Kepler-350",,3
"Kepler-351 b","Kepler-351",,3
"Kepler-352 b","Kepler-352",,3
"Kepler-267 d","Kepler-267",,3
"Kepler-353 b","Kepler-353",,2
"Kepler-1664 b","Kepler-1664",,1
"Kepler-85 c","Kepler-85",,4
"Kepler-85 d","Kepler-85",,4
"Kepler-85 e","Kepler-85",,4
"Kepler-354 d","Kepler-354",,3
"Kepler-355 b","Kepler-355",,2
"Kepler-356 b","Kepler-356",,2
"Kepler-357 b","Kepler-357",,3
"Kepler-357 c","Kepler-357",,3
"Kepler-358 b","Kepler-358",,2
"Kepler-60 c","Kepler-60",,3
"Kepler-60 d","Kepler-60",,3
"Kepler-359 b","Kepler-359",,3
"Kepler-360 c","Kepler-360",,2
"Kepler-417 b","Kepler-417",,2
"Kepler-363 c","Kepler-363",,3
"Kepler-363 b","Kepler-363",,3
"Kepler-364 b","Kepler-364",,2
"Kepler-272 b","Kepler-272",,3
"KOI-351 h","KOI-351",,8
"Kepler-366 c","Kepler-366",,2
"Kepler-1130 c","Kepler-1130",,3
"Kepler-1130 d","Kepler-1130",,3
"Kepler-367 c","Kepler-367",,2
"Kepler-1802 c","Kepler-1802",,2
"Kepler-1802 b","Kepler-1802",,2
"Kepler-143 c","Kepler-143",,2
"Kepler-415 b","Kepler-415",,2
"Kepler-369 b","Kepler-369",,2
"Kepler-370 b","Kepler-370",,2
"Kepler-373 c","Kepler-373",,2
"Kepler-374 d","Kepler-374",,3
"Kepler-374 b","Kepler-374",,3
"Kepler-375 b","Kepler-375",,2
"Kepler-534 b","Kepler-534",,2
"Kepler-376 b","Kepler-376",,2
"Kepler-377 b","Kepler-377",,2
"Kepler-380 c","Kepler-380",,2
"Kepler-381 b","Kepler-381",,3
"Kepler-535 b","Kepler-535",,1
"Kepler-381 d","Kepler-381",,3
"Kepler-1208 b","Kepler-1208",,1
"Kepler-1987 c","Kepler-1987",,4
"Kepler-382 c","Kepler-382",,2
"Kepler-383 c","Kepler-383",,2
"Kepler-384 c","Kepler-384",,2
"Kepler-385 b","Kepler-385",,3
"Kepler-387 c","Kepler-387",,2
"Kepler-536 b","Kepler-536",,1
"Kepler-388 c","Kepler-388",,2
"Kepler-1266 c","Kepler-1266",,2
"Kepler-1987 b","Kepler-1987",,4
"Kepler-393 c","Kepler-393",,2
"Kepler-394 c","Kepler-394",,3
"Kepler-394 d","Kepler-394",,3
"Kepler-292 c","Kepler-292",,5
"Kepler-395 b","Kepler-395",,2
"Kepler-292 b","Kepler-292",,5
"Kepler-245 e","Kepler-245",,4
"Kepler-298 d","Kepler-298",,3
"Kepler-299 b","Kepler-299",,4
"Kepler-301 d","Kepler-301",,3
"Kepler-301 c","Kepler-301",,3
"Kepler-59 b","Kepler-59",,2
"Kepler-304 d","Kepler-304",,4
"Kepler-304 c","Kepler-304",,4
"Kepler-304 e","Kepler-304",,4
"Kepler-305 c","Kepler-305",,4
"Kepler-54 d","Kepler-54",,3
"Kepler-537 b","Kepler-537",,1
"Kepler-305 e","Kepler-305",,4
"Kepler-305 d","Kepler-305",,4
"Kepler-306 d","Kepler-306",,4
"Kepler-306 e","Kepler-306",,4
"Kepler-307 c","Kepler-307",,2
"Kepler-84 e","Kepler-84",,5
"Kepler-84 d","Kepler-84",,5
"Kepler-84 f","Kepler-84",,5
"Kepler-310 d","Kepler-310",,3
"Kepler-414 b","Kepler-414",,2
"Kepler-55 e","Kepler-55",,5
"Kepler-310 b","Kepler-310",,3
"Kepler-903 c","Kepler-903",,2
"Kepler-311 c","Kepler-311",,3
"Kepler-913 c","Kepler-913",,2
"Kepler-313 c","Kepler-313",,2
"Kepler-142 b","Kepler-142",,3
"Kepler-314 b","Kepler-314",,2
"Kepler-55 f","Kepler-55",,5
"Kepler-316 b","Kepler-316",,2
"Kepler-949 c","Kepler-949",,2
"Kepler-317 c","Kepler-317",,2
"Kepler-318 c","Kepler-318",,2
"Kepler-411 b","Kepler-411",,4
"Kepler-319 d","Kepler-319",,3
"Kepler-319 b","Kepler-319",,3
"Kepler-321 b","Kepler-321",,2
"Kepler-322 b","Kepler-322",,2
"Kepler-323 b","Kepler-323",,2
"Kepler-250 b","Kepler-250",,3
"Kepler-324 b","Kepler-324",,4
"KOI-1831 d","Kepler-324",,4
"Kepler-324 e","Kepler-324",,4
"Kepler-325 c","Kepler-325",,3
"Kepler-325 d","Kepler-325",,3
"Kepler-326 b","Kepler-326",,3
"Kepler-326 d","Kepler-326",,3
"Kepler-975 c","Kepler-975",,2
"Kepler-256 b","Kepler-256",,4
"Kepler-416 c","Kepler-416",,3
"Kepler-416 d","Kepler-416",,3
"Kepler-327 d","Kepler-327",,3
"Kepler-327 c","Kepler-327",,3
"Kepler-1996 b","Kepler-1996",,2
"Kepler-329 b","Kepler-329",,2
"Kepler-11 f","Kepler-11",,6
"Kepler-1001 c","Kepler-1001",,2
"Kepler-330 b","Kepler-330",,2
"Kepler-331 c","Kepler-331",,3
"Kepler-256 e","Kepler-256",,4
"Kepler-331 d","Kepler-331",,3
"Kepler-333 c","Kepler-333",,2
"Kepler-334 b","Kepler-334",,3
"Kepler-334 d","Kepler-334",,3
"Kepler-336 c","Kepler-336",,3
"Kepler-138 d","Kepler-138",,4
"Kepler-336 b","Kepler-336",,3
"Kepler-337 b","Kepler-337",,2
"Kepler-338 c","Kepler-338",,4
"Kepler-338 d","Kepler-338",,4
"Kepler-758 e","Kepler-758",,4
"Kepler-338 e","Kepler-338",,4
"Kepler-339 d","Kepler-339",,3
"Kepler-339 c","Kepler-339",,3
"Kepler-341 d","Kepler-341",,4
"Kepler-341 b","Kepler-341",,4
"Kepler-341 e","Kepler-341",,4
"Kepler-342 d","Kepler-342",,4
"Kepler-35 b","Kepler-35",,1
"Kepler-461 b","Kepler-461",,1
"Kepler-38 b","Kepler-38",,1
"Kepler-230 c","Kepler-230",,2
"Kepler-233 c","Kepler-233",,2
"Kepler-106 d","Kepler-106",,4
"Kepler-238 f","Kepler-238",,5
"Kepler-27 d","Kepler-27",,3
"Kepler-81 d","Kepler-81",,3
"Kepler-722 c","Kepler-722",,2
"Kepler-32 f","Kepler-32",,5
"Kepler-262 b","Kepler-262",,2
"Kepler-263 c","Kepler-263",,2
"Kepler-265 e","Kepler-265",,4
"Kepler-265 d","Kepler-265",,4
"Kepler-763 c","Kepler-763",,3
"Kepler-763 b","Kepler-763",,3
"Kepler-24 e","Kepler-24",,4
"Kepler-22 b","Kepler-22",,1
"Kepler-24 d","Kepler-24",,4
"Kepler-769 c","Kepler-769",,2
"Kepler-770 c","Kepler-770",,3
"Kepler-770 d","Kepler-770",,3
"Kepler-270 c","Kepler-270",,2
"Kepler-783 b","Kepler-783",,2
"Kepler-784 c","Kepler-784",,2
"Kepler-79 e","Kepler-79",,4
"Kepler-279 d","Kepler-279",,4
"Kepler-281 d","Kepler-281",,3
"Kepler-282 b","Kepler-282",,4
"Kepler-282 c","Kepler-282",,4
"Kepler-283 c","Kepler-283",,2
"Kepler-286 e","Kepler-286",,4
"Kepler-288 d","Kepler-288",,3
"Kepler-58 d","Kepler-58",,4
"Kepler-58 e","Kepler-58",,4
"Kepler-290 d","Kepler-290",,3
"Kepler-295 c","Kepler-295",,3
"Kepler-101 b","Kepler-101",,2
"Kepler-295 d","Kepler-295",,3
"Kepler-299 e","Kepler-299",,4
"Kepler-1669 d","Kepler-1669",,3
"Kepler-69 c","Kepler-69",,2
"Kepler-864 c","Kepler-864",,2
"Kepler-865 c","Kepler-865",,2
"Kepler-887 c","Kepler-887",,2
"KIC 9663113 b","KIC 9663113",,2
"Kepler-87 c","Kepler-87",,2
"Kepler-896 b","Kepler-896",,2
"Kepler-308 c","Kepler-308",,2
"Kepler-495 c","Kepler-495",,2
"Kepler-501 c","Kepler-501",,2
"Kepler-124 d","Kepler-124",,3
"Kepler-124 b","Kepler-124",,3
"Kepler-2000 c","Kepler-2000",,2
"Kepler-396 b","Kepler-396",,2
"Kepler-1311 b","Kepler-1311",,3
"Kepler-1311 c","Kepler-1311",,3
"Kepler-1312 c","Kepler-1312",,2
"Kepler-397 b","Kepler-397",,2
"Kepler-1869 b","Kepler-1869",,2
"Kepler-398 c","Kepler-398",,3
"Kepler-398 d","Kepler-398",,3
"Kepler-1315 c","Kepler-1315",,2
"Kepler-445 b","Kepler-445",,3
"Kepler-399 b","Kepler-399",,3
"Kepler-399 c","Kepler-399",,3
"Kepler-126 c","Kepler-126",,3
"Kepler-400 c","Kepler-400",,2
"Kepler-401 c","Kepler-401",,3
"Kepler-1321 c","Kepler-1321",,3
"Kepler-1321 d","Kepler-1321",,3
"Kepler-1322 c","Kepler-1322",,2
"Kepler-402 e","Kepler-402",,4
"Kepler-402 b","Kepler-402",,4
"Kepler-402 d","Kepler-402",,4
"Kepler-403 c","Kepler-403",,3
"Kepler-1336 c","Kepler-1336",,2
"Kepler-404 c","Kepler-404",,2
"Kepler-1365 c","Kepler-1365",,2
"Kepler-446 d","Kepler-446",,3
"Kepler-127 b","Kepler-127",,3
"Kepler-1370 c","Kepler-1370",,2
"Kepler-1371 c","Kepler-1371",,2
"Kepler-1693 c","Kepler-1693",,2
"Kepler-11 g","Kepler-11",,6
"Kepler-1388 c","Kepler-1388",,4
"Kepler-1886 b","Kepler-1886",,1
"Kepler-1391 b","Kepler-1391",,1
"Kepler-1887 b","Kepler-1887",,1
"Kepler-1392 b","Kepler-1392",,1
"Kepler-1888 b","Kepler-1888",,1
"Kepler-1393 b","Kepler-1393",,1
"Kepler-1394 b","Kepler-1394",,1
"Kepler-1395 b","Kepler-1395",,1
"Kepler-1396 b","Kepler-1396",,1
"Kepler-1397 b","Kepler-1397",,1
"Kepler-1889 b","Kepler-1889",,1
"Kepler-1890 b","Kepler-1890",,1
"Kepler-1398 b","Kepler-1398",,2
"Kepler-1398 c","Kepler-1398",,2
"Kepler-1399 b","Kepler-1399",,1
"Kepler-1400 b","Kepler-1400",,1
"Kepler-1891 b","Kepler-1891",,1
"Kepler-51 b","Kepler-51",,4
"Kepler-1892 b","Kepler-1892",,1
"Kepler-1401 b","Kepler-1401",,1
"Kepler-1402 b","Kepler-1402",,1
"Kepler-1403 b","Kepler-1403",,1
"Kepler-1404 b","Kepler-1404",,1
"Kepler-27 c","Kepler-27",,3
"Kepler-1405 b","Kepler-1405",,1
"Kepler-1406 b","Kepler-1406",,1
"Kepler-1407 b","Kepler-1407",,1
"Kepler-1408 b","Kepler-1408",,1
"Kepler-209 c","Kepler-209",,2
"Kepler-1410 b","Kepler-1410",,1
"Kepler-1411 b","Kepler-1411",,1
"Kepler-1412 b","Kepler-1412",,1
"Kepler-1893 b","Kepler-1893",,1
"Kepler-229 d","Kepler-229",,3
"Kepler-1894 b","Kepler-1894",,2
"Kepler-1894 c","Kepler-1894",,2
"Kepler-1413 b","Kepler-1413",,1
"Kepler-1414 b","Kepler-1414",,1
"Kepler-130 d","Kepler-130",,3
"Kepler-1895 b","Kepler-1895",,1
"Kepler-30 b","Kepler-30",,3
"Kepler-1415 b","Kepler-1415",,1
"Kepler-1416 b","Kepler-1416",,1
"Kepler-75 b","Kepler-75",,1
"Kepler-1417 b","Kepler-1417",,1
"Kepler-1896 b","Kepler-1896",,1
"Kepler-131 c","Kepler-131",,2
"Kepler-1695 b","Kepler-1695",,1
"Kepler-1418 b","Kepler-1418",,1
"Kepler-156 c","Kepler-156",,2
"Kepler-1992 b","Kepler-1992",,1
"Kepler-1419 b","Kepler-1419",,1
"Kepler-1420 b","Kepler-1420",,1
"Kepler-405 c","Kepler-405",,2
"Kepler-405 b","Kepler-405",,2
"Kepler-1421 b","Kepler-1421",,1
"Kepler-1983 b","Kepler-1983",,1
"Kepler-1422 b","Kepler-1422",,1
"Kepler-1897 b","Kepler-1897",,1
"Kepler-1423 b","Kepler-1423",,1
"Kepler-1898 b","Kepler-1898",,1
"Kepler-1900 b","Kepler-1900",,1
"Kepler-1901 b","Kepler-1901",,1
"Kepler-1902 b","Kepler-1902",,1
"Kepler-1903 b","Kepler-1903",,1
"Kepler-1424 b","Kepler-1424",,1
"Kepler-1905 b","Kepler-1905",,1
"Kepler-431 d","Kepler-431",,3
"Kepler-431 b","Kepler-431",,3
"Kepler-431 c","Kepler-431",,3
"Kepler-92 c","Kepler-92",,3
"Kepler-1426 b","Kepler-1426",,1
"Kepler-1427 b","Kepler-1427",,1
"Kepler-1906 b","Kepler-1906",,1
"Kepler-1428 b","Kepler-1428",,1
"Kepler-1429 b","Kepler-1429",,1
"Kepler-92 d","Kepler-92",,3
"Kepler-1430 b","Kepler-1430",,1
"Kepler-1431 b","Kepler-1431",,1
"Kepler-1432 b","Kepler-1432",,1
"Kepler-1433 b","Kepler-1433",,1
"Kepler-1434 b","Kepler-1434",,1
"Kepler-575 b","Kepler-575",,1
"Kepler-1435 b","Kepler-1435",,1
"Kepler-1436 b","Kepler-1436",,1
"Kepler-1907 c","Kepler-1907",,2
"Kepler-1907 b","Kepler-1907",,2
"Kepler-1437 b","Kepler-1437",,1
"Kepler-1909 b","Kepler-1909",,1
"Kepler-1910 b","Kepler-1910",,1
"Kepler-1438 b","Kepler-1438",,1
"Kepler-1439 b","Kepler-1439",,1
"Kepler-1977 b","Kepler-1977",,1
"Kepler-1440 b","Kepler-1440",,1
"Kepler-1441 b","Kepler-1441",,1
"Kepler-511 b","Kepler-511",,2
"Kepler-134 c","Kepler-134",,2
"Kepler-135 c","Kepler-135",,2
"Kepler-139 d","Kepler-139",,5
"Kepler-406 c","Kepler-406",,2
"Kepler-140 c","Kepler-140",,2
"Kepler-524 c","Kepler-524",,2
"Kepler-683 b","Kepler-683",,1
"Kepler-1717 b","Kepler-1717",,1
"Kepler-534 c","Kepler-534",,2
"Kepler-149 c","Kepler-149",,3
"Kepler-150 b","Kepler-150",,5
"Kepler-549 c","Kepler-549",,3
"Kepler-157 d","Kepler-157",,3
"Kepler-164 b","Kepler-164",,4
"Kepler-169 b","Kepler-169",,5
"Kepler-169 d","Kepler-169",,5
"Kepler-684 b","Kepler-684",,1
"Kepler-169 f","Kepler-169",,5
"Kepler-171 d","Kepler-171",,3
"Kepler-172 e","Kepler-172",,4
"Kepler-174 d","Kepler-174",,3
"Kepler-589 c","Kepler-589",,2
"Kepler-603 d","Kepler-603",,3
"Kepler-605 c","Kepler-605",,2
"Kepler-610 c","Kepler-610",,2
"Kepler-191 b","Kepler-191",,3
"Kepler-192 d","Kepler-192",,3
"Kepler-117 c","Kepler-117",,2
"Kepler-616 d","Kepler-616",,3
"Kepler-194 d","Kepler-194",,3
"Kepler-195 c","Kepler-195",,2
"Kepler-619 c","Kepler-619",,3
"Kepler-197 e","Kepler-197",,4
"Kepler-198 d","Kepler-198",,3
"Kepler-625 c","Kepler-625",,2
"Kepler-200 c","Kepler-200",,2
"Kepler-1990 c","Kepler-1990",,2
"Kepler-208 d","Kepler-208",,4
"Kepler-215 e","Kepler-215",,4
"Kepler-217 c","Kepler-217",,3
"Kepler-217 d","Kepler-217",,3
"Kepler-653 c","Kepler-653",,2
"Kepler-220 d","Kepler-220",,4
"Kepler-220 e","Kepler-220",,4
"Kepler-220 b","Kepler-220",,4
"Kepler-656 c","Kepler-656",,2
"Kepler-62 c","Kepler-62",,5
"Kepler-62 f","Kepler-62",,5
"Kepler-154 c","Kepler-154",,5
"Kepler-368 c","Kepler-368",,2
"Kepler-149 b","Kepler-149",,3
"Kepler-1541 b","Kepler-1541",,1
"Kepler-1542 b","Kepler-1542",,4
"Kepler-1542 c","Kepler-1542",,4
"Kepler-1543 b","Kepler-1543",,1
"Kepler-1544 b","Kepler-1544",,1
"Kepler-371 c","Kepler-371",,2
"Kepler-167 b","Kepler-167",,4
"Kepler-372 d","Kepler-372",,3
"Kepler-1545 b","Kepler-1545",,1
"Kepler-1934 b","Kepler-1934",,1
"Kepler-1701 b","Kepler-1701",,1
"Kepler-1935 b","Kepler-1935",,1
"Kepler-372 b","Kepler-372",,3
"Kepler-9 b","Kepler-9",,3
"Kepler-1936 b","Kepler-1936",,1
"Kepler-1937 b","Kepler-1937",,1
"Kepler-1546 b","Kepler-1546",,1
"Kepler-1938 b","Kepler-1938",,1
"Kepler-1547 b","Kepler-1547",,1
"Kepler-1548 b","Kepler-1548",,1
"Kepler-482 b","Kepler-482",,1
"Kepler-1549 b","Kepler-1549",,1
"Kepler-1154 c","Kepler-1154",,2
"Kepler-440 b","Kepler-440",,1
"Kepler-1550 b","Kepler-1550",,1
"Kepler-1551 b","Kepler-1551",,1
"Kepler-1814 c","Kepler-1814",,2
"Kepler-1939 b","Kepler-1939",,1
"Kepler-234 b","Kepler-234",,2
"Kepler-1940 b","Kepler-1940",,1
"Kepler-1552 b","Kepler-1552",,1
"Kepler-1162 c","Kepler-1162",,2
"Kepler-685 b","Kepler-685",,1
"Kepler-154 f","Kepler-154",,5
"Kepler-1165 b","Kepler-1165",,2
"Kepler-541 b","Kepler-541",,1
"Kepler-1553 b","Kepler-1553",,1
"Kepler-1554 b","Kepler-1554",,1
"Kepler-378 c","Kepler-378",,2
"Kepler-1555 b","Kepler-1555",,1
"Kepler-1556 b","Kepler-1556",,1
"Kepler-542 b","Kepler-542",,1
"Kepler-379 b","Kepler-379",,2
"Kepler-1557 b","Kepler-1557",,1
"Kepler-1178 b","Kepler-1178",,1
"Kepler-1558 b","Kepler-1558",,1
"Kepler-1941 b","Kepler-1941",,1
"Kepler-1942 b","Kepler-1942",,1
"Kepler-1181 c","Kepler-1181",,2
"Kepler-1943 b","Kepler-1943",,1
"Kepler-1982 b","Kepler-1982",,1
"Kepler-198 b","Kepler-198",,3
"Kepler-1559 b","Kepler-1559",,1
"Kepler-1560 b","Kepler-1560",,1
"Kepler-1944 b","Kepler-1944",,1
"Kepler-5 b","Kepler-5",,1
"Kepler-466 b","Kepler-466",,2
"Kepler-1561 b","Kepler-1561",,1
"Kepler-430 c","Kepler-430",,2
"Kepler-1945 b","Kepler-1945",,1
"Kepler-1946 b","Kepler-1946",,1
"Kepler-576 b","Kepler-576",,1
"Kepler-1947 b","Kepler-1947",,1
"Kepler-1562 b","Kepler-1562",,1
"Kepler-1563 b","Kepler-1563",,1
"Kepler-1564 b","Kepler-1564",,1
"Kepler-1565 b","Kepler-1565",,1
"Kepler-1727 b","Kepler-1727",,1
"Kepler-1566 b","Kepler-1566",,1
"Kepler-1567 b","Kepler-1567",,1
"Kepler-385 d","Kepler-385",,3
"Kepler-146 b","Kepler-146",,2
"Kepler-1568 b","Kepler-1568",,1
"Kepler-1569 b","Kepler-1569",,1
"Kepler-186 f","Kepler-186",,5
"Kepler-543 b","Kepler-543",,1
"Kepler-1570 b","Kepler-1570",,1
"Kepler-1571 b","Kepler-1571",,1
"Kepler-1572 b","Kepler-1572",,1
"Kepler-386 b","Kepler-386",,2
"Kepler-1573 b","Kepler-1573",,1
"Kepler-1574 b","Kepler-1574",,1
"Kepler-157 c","Kepler-157",,3
"Kepler-1575 b","Kepler-1575",,1
"Kepler-1245 c","Kepler-1245",,2
"Kepler-1576 b","Kepler-1576",,1
"Kepler-1719 b","Kepler-1719",,1
"Kepler-1254 c","Kepler-1254",,3
"Kepler-1948 b","Kepler-1948",,1
"Kepler-1577 b","Kepler-1577",,1
"Kepler-468 b","Kepler-468",,1
"Kepler-30 d","Kepler-30",,3
"Kepler-1578 b","Kepler-1578",,1
"Kepler-1254 d","Kepler-1254",,3
"Kepler-555 b","Kepler-555",,1
"Kepler-1949 b","Kepler-1949",,1
"Kepler-1579 b","Kepler-1579",,1
"Kepler-1993 b","Kepler-1993",,1
"Kepler-390 c","Kepler-390",,2
"Kepler-1580 b","Kepler-1580",,1
"Kepler-1581 b","Kepler-1581",,1
"Kepler-436 b","Kepler-436",,2
"Kepler-1582 b","Kepler-1582",,1
"Kepler-1583 b","Kepler-1583",,1
"Kepler-1584 b","Kepler-1584",,1
"Kepler-391 c","Kepler-391",,2
"Kepler-556 b","Kepler-556",,1
"Kepler-1585 b","Kepler-1585",,1
"Kepler-1586 b","Kepler-1586",,1
"Kepler-1587 b","Kepler-1587",,1
"Kepler-196 d","Kepler-196",,3
"Kepler-1950 b","Kepler-1950",,1
"Kepler-1588 b","Kepler-1588",,1
"Kepler-1859 c","Kepler-1859",,2
"Kepler-1951 b","Kepler-1951",,1
"Kepler-1589 b","Kepler-1589",,1
"Kepler-686 b","Kepler-686",,1
"Kepler-1590 b","Kepler-1590",,1
"Kepler-1591 b","Kepler-1591",,1
"Kepler-392 c","Kepler-392",,2
"Kepler-1952 b","Kepler-1952",,1
"Kepler-10 b","Kepler-10",,3
"Kepler-1728 b","Kepler-1728",,1
"Kepler-1592 b","Kepler-1592",,1
"Kepler-147 c","Kepler-147",,2
"Kepler-1593 b","Kepler-1593",,1
"Kepler-544 b","Kepler-544",,1
"Kepler-1594 b","Kepler-1594",,1
"Kepler-1595 b","Kepler-1595",,1
"Kepler-577 b","Kepler-577",,1
"Kepler-1596 b","Kepler-1596",,1
"Kepler-403 d","Kepler-403",,3
"Kepler-1953 b","Kepler-1953",,1
"Kepler-1597 b","Kepler-1597",,1
"Kepler-1598 b","Kepler-1598",,1
"Kepler-1599 b","Kepler-1599",,1
"Kepler-1600 c","Kepler-1600",,2
"Kepler-1702 b","Kepler-1702",,1
"Kepler-687 b","Kepler-687",,1
"Kepler-235 b","Kepler-235",,4
"Kepler-446 c","Kepler-446",,3
"Kepler-1601 b","Kepler-1601",,1
"Kepler-1954 b","Kepler-1954",,1
"Kepler-1955 b","Kepler-1955",,1
"Kepler-1602 b","Kepler-1602",,1
"Kepler-597 b","Kepler-597",,1
"Kepler-1603 b","Kepler-1603",,1
"Kepler-1604 b","Kepler-1604",,1
"Kepler-1956 b","Kepler-1956",,1
"Kepler-1605 b","Kepler-1605",,1
"Kepler-1957 b","Kepler-1957",,1
"Kepler-183 c","Kepler-183",,2
"Kepler-1606 b","Kepler-1606",,1
"Kepler-688 b","Kepler-688",,1
"Kepler-1607 b","Kepler-1607",,1
"Kepler-1608 b","Kepler-1608",,1
"Kepler-444 b","Kepler-444","HIP 94931",5
"Kepler-1958 b","Kepler-1958",,1
"Kepler-1959 b","Kepler-1959",,1
"Kepler-1960 b","Kepler-1960",,1
"Kepler-444 c","Kepler-444","HIP 94931",5
"Kepler-1609 b","Kepler-1609",,1
"Kepler-578 b","Kepler-578",,1
"Kepler-444 d","Kepler-444","HIP 94931",5
"Kepler-1610 b","Kepler-1610",,2
"Kepler-1610 c","Kepler-1610",,2
"Kepler-689 b","Kepler-689",,1
"Kepler-444 e","Kepler-444","HIP 94931",5
"Kepler-1961 b","Kepler-1961",,1
"Kepler-1611 b","Kepler-1611",,1
"KOI-94 c","KOI-94",,4
"Kepler-624 b","Kepler-624",,1
"Kepler-1612 b","Kepler-1612",,1
"Kepler-444 f","Kepler-444","HIP 94931",5
"Kepler-1962 b","Kepler-1962",,1
"Kepler-625 b","Kepler-625",,2
"Kepler-158 b","Kepler-158",,3
"Kepler-626 b","Kepler-626",,1
"Kepler-1653 b","Kepler-1653",,1
"Kepler-627 b","Kepler-627",,1
"Kepler-1613 b","Kepler-1613",,1
"Kepler-1614 b","Kepler-1614",,1
"Kepler-1615 b","Kepler-1615",,1
"Kepler-690 b","Kepler-690",,1
"Kepler-236 c","Kepler-236",,2
"Kepler-1616 b","Kepler-1616",,1
"Kepler-79 c","Kepler-79",,4
"Kepler-168 c","Kepler-168",,2
"Kepler-1656 b","Kepler-1656",,2
"Kepler-1963 b","Kepler-1963",,1
"Kepler-1617 b","Kepler-1617",,1
"Kepler-629 b","Kepler-629",,1
"Kepler-441 b","Kepler-441",,1
"Kepler-1911 b","Kepler-1911",,1
"Kepler-1964 b","Kepler-1964",,1
"Kepler-621 b","Kepler-621",,1
"Kepler-1618 b","Kepler-1618",,1
"Kepler-1972 b","Kepler-1972",,2
"Kepler-630 b","Kepler-630",,1
"Kepler-579 b","Kepler-579",,1
"Kepler-1965 b","Kepler-1965",,1
"Kepler-1966 b","Kepler-1966",,1
"Kepler-80 b","Kepler-80",,6
"Kepler-691 b","Kepler-691",,1
"Kepler-117 b","Kepler-117",,2
"Kepler-1619 b","Kepler-1619",,1
"Kepler-1620 b","Kepler-1620",,1
"Kepler-1967 b","Kepler-1967",,1
"Kepler-1968 b","Kepler-1968",,1
"Kepler-442 b","Kepler-442",,1
"Kepler-1725 b","Kepler-1725",,1
"Kepler-443 b","Kepler-443",,1
"Kepler-1621 b","Kepler-1621",,1
"Kepler-1969 b","Kepler-1969",,1
"Kepler-692 b","Kepler-692",,1
"Kepler-1622 b","Kepler-1622",,1
"Kepler-1705 b","Kepler-1705",,2
"KOI-4777.01","KOI-4777",,1
